Ltag-Rtag	total	ISU_0	ISU_11	ISU_12	ISU_14	ISU_16	ISU_17	ISU_20	ISU_35	ISU_37	ISU_45	ISU_49	ISU_54	ISU_56	ISU_64	ISU_66	ISU_69	ISU_70	ISU_73	ISU_80	ISU_85	ISU_92	ISU_93	ISU_94	ISU_96	ISU_100	ISU_108	ISU_112	ISU_116	ISU_123	ISU_125	ISU_130	ISU_133	ISU_140	ISU_153	ISU_163	ISU_167	ISU_168	ISU_171	ISU_173	ISU_179	ISU_182	ISU_185	ISU_191	ISU_195	ISU_198	ISU_201	ISU_205	ISU_221	ISU_224	ISU_226	ISU_227	ISU_231	ISU_232	ISU_238	ISU_250	ISU_257	ISU_262	ISU_271	ISU_284	ISU_310	ISU_313	ISU_326	ISU_334	ISU_336	ISU_339	ISU_345	ISU_355	ISU_364	ISU_370	ISU_380	ISU_402	ISU_418	ISU_427	ISU_438	ISU_443	ISU_449	ISU_452	ISU_455	ISU_471	ISU_484	ISU_490	ISU_502	ISU_510	ISU_517	ISU_519	ISU_532	ISU_534	ISU_555	ISU_568	ISU_572	ISU_579	ISU_580	ISU_582	ISU_588	ISU_589	ISU_593	ISU_599	ISU_602	ISU_603	ISU_615	ISU_642	ISU_651	ISU_655	ISU_656	ISU_674	ISU_681	ISU_700	ISU_704	ISU_709	ISU_717	ISU_728	ISU_744	ISU_755	ISU_756	ISU_758	ISU_764	ISU_780	ISU_797	ISU_805	ISU_821	ISU_830	ISU_845	ISU_856	ISU_857	ISU_858	ISU_862	ISU_877	ISU_886	ISU_892	ISU_919	ISU_954	ISU_958	ISU_974	ISU_1013	ISU_1035	ISU_1036	ISU_1066	ISU_1085	ISU_1092	ISU_1116	ISU_1120	ISU_1131	ISU_1152	ISU_1165	ISU_1188	ISU_1206	ISU_1226	ISU_1264	ISU_1281	ISU_1290	ISU_1307	ISU_1315	ISU_1333	ISU_1342	ISU_1373	ISU_1391	ISU_1420	ISU_1457	ISU_1468	ISU_1470	ISU_1480	ISU_1507	ISU_1516	ISU_1524	ISU_1534	ISU_1541	ISU_1561	ISU_1608	ISU_1614	ISU_1675	ISU_1677	ISU_1700	ISU_1711	ISU_1728	ISU_1730	ISU_1752	ISU_1764	ISU_1767	ISU_1781	ISU_1789	ISU_1790	ISU_1794	ISU_1837	ISU_1845	ISU_1847	ISU_1898	ISU_1915	ISU_1957	ISU_1973	ISU_1980	ISU_1981	ISU_2012	ISU_2036	ISU_2050	ISU_2100	ISU_2115	ISU_2366	ISU_2390	ISU_2475	ISU_2568	ISU_2576	ISU_2637	ISU_2642	ISU_2729	ISU_2733	ISU_2734	ISU_2740	ISU_2780	ISU_2924	ISU_2932	ISU_2937	ISU_2949	ISU_2960	ISU_2976	ISU_2996	ISU_3017	ISU_3059	ISU_3103	ISU_3157	ISU_3159	ISU_3210	ISU_3258	ISU_3265	ISU_3283	ISU_3284	ISU_3288	ISU_3366	ISU_3384	ISU_3398	ISU_3474	ISU_3506	ISU_3551	ISU_3585	ISU_3646	ISU_3714	ISU_3788	ISU_3869	ISU_3878	ISU_3881	ISU_3908	ISU_4003	ISU_4039	ISU_4052	ISU_4070	ISU_4223	ISU_4231	ISU_4302	ISU_4346	ISU_4365	ISU_4462	ISU_4477	ISU_4488	ISU_4733	ISU_4886	ISU_4903	ISU_4949	ISU_4984	ISU_4987	ISU_4993	ISU_5061	ISU_5125	ISU_5195	ISU_5200	ISU_5277	ISU_5331	ISU_5360	ISU_5415	ISU_5456	ISU_5629	ISU_5731	ISU_5825	ISU_5908	ISU_6308	ISU_6364	ISU_6778	ISU_6861	ISU_6880	ISU_7000	ISU_7136	ISU_7138	ISU_7239	ISU_7307	ISU_8180	ISU_8240	ISU_8368	ISU_8416	ISU_8482	ISU_8503	ISU_8886	ISU_8955	ISU_9994	ISU_10216	ISU_10712	ISU_11701	ISU_12269	ISU_12990	ISU_13078	ISU_13162	ISU_13408	ISU_14237	ISU_14698	ISU_14765	ISU_15584	ISU_15902	ISU_16013	ISU_16017	ISU_18611	ISU_21170	ISU_22116	ISU_24046	ISU_29787	ISU_31327	ISU_31966	ISU_43094	ISU_52913	ISU_63197	rem
58_LH	28657	166	3	59	64	149	10	218	155	50	2102	394	1934	47	867	17	4	928	145	10	374	3	77	81	30	79	10	644	71	10	730	12	14	26	6	32	3	124	147	77	27	133	36	3	35	27	429	250	71	33	50	258	22	3	84	113	10	31	29	13	5	37	112	42	52	117	50	7	21	1	132	42	24	92	16	51	58	21	4	29	6	1	650	2	1	98	60	2	34	28	167	66	1	0	29	4	1	2	18	0	24	134	6	23	66	3	15	76	49	46	12	53	26	55	15	20	8	14	18	23	16	44	2	0	120	7	2	5	5	9	69	76	9	6	3	4	7	17	41	0	13	0	2	12	19	28	0	0	7	54	1	42	21	7	5	11	11	23	2	14	0	11	0	3	0	0	13	1	19	18	23	9	8	0	77	23	26	7	6	4	4	42	0	9	14	14	67	18	0	106	3	7	0	4	1	2	10	17	5	6	2	0	5	1	2	5	7	0	5	4	13	5	0	21	2	0	0	8	3	4	6	0	5	5	47	7	6	12	4	4	31	67	15	30	6	35	3	0	0	9	3	1	7	1	18	1	3	1	0	25	0	6	5	1	3	3	2	8	1	0	25	1	8	3	0	5	8	3	1	0	1	2	23	1	13	45	7	14	0	0	0	1	5	0	0	9	0	2	5	6	1	0	4	1	4	0	5	12	2	5	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	12365
31_HH	13012	308	0	403	26	287	3	32	26	46	636	139	383	4	827	2	2	16	15	3	421	0	0	24	8	15	0	108	0	2	376	43	3	5	47	11	6	103	116	21	4	44	4	6	4	0	148	36	51	30	58	39	24	2	20	43	1	35	13	0	4	21	13	10	0	45	7	0	21	18	78	6	24	17	10	25	18	14	0	32	3	0	459	1	5	56	14	1	7	10	63	12	1	7	20	1	21	1	1	1	8	6	1	18	105	1	2	39	2	28	2	16	17	8	9	10	2	7	4	4	33	10	1	5	35	1	4	3	1	18	17	39	0	1	1	3	14	7	4	0	6	0	40	2	5	22	2	3	4	11	1	33	0	8	2	9	2	15	2	0	0	0	34	4	0	7	22	5	4	4	3	5	6	0	15	0	16	0	3	3	8	12	0	24	1	7	0	9	2	0	0	6	1	3	3	6	5	3	5	4	0	5	7	24	0	4	6	0	2	5	4	13	1	6	12	0	0	5	0	1	16	0	4	0	2	0	8	8	1	0	7	2	2	15	3	1	3	3	1	28	3	1	2	12	9	2	0	2	3	0	1	6	1	5	1	8	2	3	3	3	1	7	1	26	0	0	1	0	2	8	1	5	2	1	0	6	0	6	2	0	1	1	6	5	1	0	10	2	0	1	10	0	4	4	2	0	2	2	0	0	3	11	0	0	0	1	0	0	0	0	1	0	0	0	0	1	6	5644
46_HL	14308	178	1	196	32	288	5	52	1	7	280	69	172	5	1840	1	3	180	94	12	326	2	3	27	8	23	39	104	15	7	12	104	1	9	7	21	12	150	44	18	1	141	9	4	183	12	115	46	124	18	11	16	31	0	6	38	14	32	17	4	6	64	30	0	5	70	6	2	13	0	5	22	26	23	18	7	50	67	8	23	1	8	9	5	0	33	23	0	17	8	49	17	11	1	27	2	90	20	3	0	9	27	74	15	297	4	12	94	4	24	1	26	4	13	26	9	4	4	108	5	22	8	1	5	47	0	0	4	8	4	22	37	1	6	1	4	6	9	2	1	17	0	5	4	4	8	0	1	1	3	1	57	9	3	7	4	5	4	1	1	18	3	1	10	3	5	41	0	8	6	20	17	6	1	17	33	14	0	1	3	26	1	1	8	1	1	0	2	6	4	1	3	3	10	0	7	9	14	8	6	13	7	2	1	0	10	5	4	1	5	6	15	2	7	0	1	0	14	2	1	5	0	9	41	31	2	14	16	4	7	13	29	4	8	6	1	5	4	5	4	7	1	4	0	8	17	6	0	1	6	0	3	4	0	4	10	2	4	0	2	0	2	7	1	0	1	5	16	2	7	3	9	10	0	5	10	6	5	0	1	0	2	5	6	0	2	13	1	11	4	0	13	3	0	1	0	1	6	7	1	7	18	4	0	0	0	0	1	0	2	1	0	2	0	2	1	0	6381
545_HL	16905	292	1	631	18	565	8	339	48	27	191	154	102	31	1153	8	12	235	16	1	258	2	0	82	9	71	0	86	1	2	83	28	70	81	67	30	14	288	30	5	8	33	39	5	18	1	135	229	90	160	200	30	16	43	4	4	6	24	13	3	1	177	80	32	23	109	33	1	19	0	16	115	10	149	41	89	14	18	0	14	3	7	101	5	2	14	51	85	24	40	192	2	2	1	19	0	5	4	8	0	5	71	25	7	73	6	6	89	0	46	0	30	1	11	10	5	1	52	4	11	12	8	2	9	163	1	32	0	10	7	52	66	0	4	2	6	8	4	6	4	5	0	53	5	15	30	0	5	1	4	7	33	3	5	4	3	5	0	2	0	0	4	1	7	0	13	8	7	14	2	8	11	90	0	4	0	11	8	2	4	13	128	47	22	13	1	0	4	4	0	6	2	7	13	3	4	6	23	5	84	0	7	25	0	1	4	3	1	2	0	23	2	1	13	1	0	0	9	0	0	0	0	15	0	0	3	13	1	1	7	5	30	1	9	3	3	2	1	0	14	0	0	17	10	14	0	0	1	4	13	0	12	1	9	6	2	0	0	0	8	0	1	0	0	0	1	1	0	2	8	0	4	3	0	0	6	0	4	0	5	1	0	9	2	0	16	0	0	1	3	11	0	4	2	3	1	1	1	0	0	3	2	0	0	0	0	0	0	14	0	23	0	0	0	0	0	0	7262
884_HL	25881	488	4	37	59	90	14	180	133	34	712	171	1361	82	1377	2	4	721	43	1	66	1	2	80	30	73	9	339	25	9	472	203	233	20	4	52	13	472	87	59	0	52	26	5	1107	14	581	139	121	21	19	21	31	5	46	2	3	6	22	28	1	29	77	39	0	11	24	7	23	1	116	41	15	108	5	24	25	33	2	44	0	0	327	5	69	154	51	1	60	41	126	9	18	0	30	34	0	1	24	0	33	8	27	10	261	8	22	131	38	88	1	37	11	22	30	5	0	21	52	10	1	14	1	14	114	170	34	2	4	19	32	27	0	7	0	15	2	15	4	7	12	0	1	16	15	16	0	7	9	33	9	34	0	0	1	0	8	10	2	2	12	2	1	8	2	18	37	2	23	13	17	16	49	0	15	0	32	9	0	10	16	11	0	9	22	0	0	5	1	0	1	5	0	2	3	5	8	15	12	109	30	3	21	3	0	13	4	1	2	4	1	9	0	17	6	0	0	6	8	8	1	0	16	22	0	11	11	3	6	4	12	34	8	22	9	11	2	3	0	9	19	0	5	3	25	5	4	1	3	14	1	0	15	3	1	11	0	6	1	1	18	4	5	2	0	1	12	39	2	0	0	3	12	3	0	1	3	15	0	1	0	5	5	5	0	4	0	0	29	3	10	0	6	2	6	6	3	10	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	11672
512_LL	24611	589	0	52	45	137	4	185	84	40	1349	82	204	26	1172	5	5	1154	26	5	129	0	2	72	21	89	332	159	29	8	426	11	12	3	0	38	6	661	58	4	16	84	55	37	645	30	284	253	134	8	45	103	30	5	4	4	10	15	14	12	4	121	140	27	0	97	60	17	17	3	87	47	24	64	43	108	67	21	2	93	63	0	61	4	7	124	51	123	23	32	289	1	12	0	44	4	4	3	21	33	18	6	4	11	217	4	17	136	7	87	1	34	10	42	18	14	6	23	38	20	7	13	0	7	102	299	21	2	3	12	47	170	2	11	2	13	6	24	13	0	15	0	1	7	22	33	3	2	8	3	4	45	12	1	0	3	8	12	8	49	8	10	1	2	0	7	17	3	20	13	10	21	98	10	0	0	21	50	5	9	41	3	1	0	12	44	0	6	2	2	1	9	0	1	5	7	5	9	5	47	24	3	12	0	0	10	7	3	2	8	13	15	1	21	12	1	14	10	3	5	1	0	32	6	0	11	8	2	2	3	18	56	1	21	11	18	3	5	0	15	26	1	2	7	14	4	5	5	1	18	2	9	6	3	0	3	0	2	0	4	8	4	1	0	2	4	4	2	3	0	2	3	12	1	7	3	5	12	0	0	0	4	6	3	0	9	9	3	4	3	1	0	2	0	3	11	5	7	0	5	1	12	0	0	1	0	0	3	0	0	1	0	0	0	1	1	0	10793
035_LH	15944	137	0	301	21	862	3	45	20	14	562	59	285	4	1882	2	1	17	42	0	220	0	10	16	8	8	1	129	3	2	187	9	3	6	1	11	18	120	77	22	0	893	4	0	51	0	62	26	75	54	31	53	21	1	18	18	1	14	19	0	15	708	31	5	0	15	14	8	16	3	25	3	16	6	4	7	16	9	6	17	7	10	109	2	22	14	6	1	33	3	24	25	1	7	12	1	21	7	5	0	10	5	11	11	181	11	5	26	1	19	1	15	0	4	20	3	21	4	14	3	9	10	5	3	27	8	5	0	1	11	13	29	1	2	7	4	10	10	0	2	6	0	48	1	11	14	3	5	2	8	3	24	0	2	1	0	5	0	3	0	1	2	13	5	1	4	18	2	14	6	3	10	5	0	21	0	9	0	0	2	16	4	0	18	23	1	4	7	4	1	18	4	3	4	0	11	13	6	1	5	0	0	7	15	0	5	2	5	3	7	1	15	2	9	5	0	3	7	1	4	1	0	2	1	0	3	13	3	2	0	10	1	3	7	5	0	0	1	0	12	0	1	14	14	11	2	4	1	4	1	3	4	0	1	1	3	1	0	1	25	0	0	2	19	18	0	1	0	1	1	1	2	6	5	0	0	0	13	0	3	1	2	2	1	0	1	4	0	4	3	14	0	2	0	6	0	0	5	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6975
550_LL	24004	942	0	45	71	255	26	262	119	55	572	177	43	87	2907	1	7	197	53	14	539	3	0	66	32	239	12	649	16	9	388	260	220	15	27	71	5	289	151	12	0	109	46	20	30	5	247	33	83	77	62	14	53	1	15	5	13	55	29	8	12	89	33	60	0	103	29	0	19	2	63	68	18	60	32	22	45	28	3	81	6	0	79	3	13	3	33	26	25	21	170	7	24	1	42	13	1	13	44	0	29	17	5	27	425	12	16	5	3	82	2	5	9	15	22	7	0	28	90	5	34	14	6	6	33	4	28	1	2	38	49	141	11	2	1	25	8	15	7	4	9	0	6	14	22	29	0	11	9	0	6	69	0	6	6	2	1	15	5	0	9	8	0	13	0	2	25	1	22	12	19	7	44	0	4	1	33	8	5	8	13	12	2	3	25	0	1	12	2	1	4	0	0	5	15	11	22	10	5	23	0	3	9	1	1	11	7	4	2	1	5	4	1	10	0	0	0	22	14	4	0	0	13	3	2	13	23	4	0	4	19	77	3	12	3	16	0	1	0	18	8	1	15	1	25	3	5	0	2	1	23	6	10	6	8	7	4	5	0	5	19	1	0	2	0	2	4	0	2	3	0	8	15	0	0	3	1	6	0	0	0	1	6	6	0	6	0	3	16	1	2	0	7	7	10	0	2	28	0	2	0	0	4	0	3	0	0	0	0	0	7	1	0	0	1	1	0	10517
74_HH	23101	368	6	53	62	201	4	224	62	14	1143	153	465	71	2112	1	22	93	8	8	415	1	2	87	47	62	8	41	35	6	273	10	6	76	1	11	1	174	20	32	16	56	25	29	42	3	219	154	63	373	28	78	14	10	41	149	7	32	18	4	8	165	86	96	10	4	91	6	20	0	8	48	30	111	2	61	122	24	1	46	2	2	314	0	5	33	65	1	47	44	136	0	9	1	52	23	50	9	32	0	19	385	6	10	157	10	12	80	16	62	60	27	6	16	18	10	0	27	62	21	20	58	1	1	75	135	21	1	7	5	91	324	7	2	0	11	4	8	12	0	4	1	7	28	20	34	1	7	6	18	1	33	18	9	5	15	8	7	5	5	3	8	1	9	2	2	39	1	25	14	12	11	11	1	0	2	23	2	0	13	20	17	1	7	13	2	0	4	5	43	2	1	2	7	5	6	17	4	1	64	1	0	2	1	0	19	5	8	2	1	8	0	1	11	1	3	0	9	6	4	1	0	19	11	17	8	14	17	3	6	20	2	0	37	4	7	5	1	0	10	6	1	1	13	13	1	5	1	3	33	6	4	8	3	4	21	10	8	0	2	7	4	0	31	0	7	4	1	1	0	2	10	22	6	6	1	5	11	0	1	0	2	12	0	0	0	0	1	24	11	43	0	2	3	5	4	3	1	0	3	0	2	0	32	0	0	0	0	0	3	0	0	0	1	0	0	32	10469
72_HH	15676	345	1	375	31	403	3	16	44	50	526	72	338	59	1919	5	6	122	7	2	132	0	1	27	12	50	1	57	2	2	176	19	7	28	52	12	14	113	18	15	5	110	5	0	234	0	174	89	57	90	11	92	20	1	8	121	2	8	20	0	6	403	44	28	1	2	41	3	26	0	0	14	31	52	0	2	44	20	0	12	3	0	165	2	0	4	18	1	10	17	65	1	0	2	35	0	14	3	11	0	3	3	3	20	249	10	4	39	1	32	2	15	13	7	6	8	1	12	13	7	8	16	0	4	78	0	38	9	7	8	32	90	1	1	0	9	12	5	8	0	5	1	47	5	8	17	0	3	0	13	4	35	2	1	0	2	7	11	2	0	2	4	45	11	0	7	9	0	13	3	5	11	1	0	2	0	3	1	0	3	9	15	0	14	10	8	0	10	2	6	15	6	18	7	1	4	5	9	6	38	0	3	1	64	0	0	4	3	2	2	5	6	4	8	6	0	0	22	0	1	0	0	5	0	21	2	14	7	1	3	4	18	8	8	1	3	4	1	0	5	1	0	9	14	12	0	0	1	4	5	0	5	3	1	0	2	1	0	0	15	0	3	4	16	1	0	2	0	0	0	2	4	0	1	8	3	1	6	0	7	0	1	0	2	1	3	0	1	6	4	20	0	1	1	6	2	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	6822
48_LL	20319	273	3	407	37	291	9	288	28	69	637	181	153	98	1434	24	21	466	41	5	49	2	93	95	60	63	4	125	37	17	145	44	4	80	75	12	8	104	43	1	8	187	23	1	160	16	80	220	112	37	168	92	23	6	2	177	7	6	15	4	7	536	34	16	5	71	80	2	15	0	33	63	21	40	17	73	25	45	6	35	104	0	271	5	0	32	62	2	34	44	57	0	8	1	33	2	0	12	43	2	8	61	234	17	148	10	16	57	6	25	26	16	2	35	23	5	26	20	58	24	0	38	1	17	82	0	16	22	21	6	86	67	4	7	2	13	13	5	19	0	10	64	7	3	1	28	1	5	12	6	0	28	2	2	9	14	2	0	5	25	12	8	0	4	0	21	30	1	15	8	19	11	12	1	1	7	13	0	0	7	20	36	0	5	8	2	61	29	2	50	19	7	1	4	0	5	5	7	18	3	4	19	0	1	1	4	8	20	2	6	7	36	1	9	0	1	0	6	7	4	63	0	25	9	19	2	8	15	4	2	14	0	35	16	6	12	1	2	6	4	3	0	7	0	9	2	3	0	3	12	5	52	4	6	2	5	12	4	0	13	5	3	32	2	9	3	10	1	1	12	1	9	3	0	14	11	11	6	0	0	0	6	10	6	0	1	18	3	5	6	4	12	2	0	4	0	1	3	4	0	1	2	0	0	2	0	0	1	2	3	0	0	0	0	1	3	0	8947
879_HH	22445	1006	0	18	36	1401	14	99	39	219	531	84	237	11	2490	7	1	183	9	15	424	2	1	25	20	18	221	381	25	9	68	8	200	17	1	3	17	1067	87	10	2	305	6	2	3	3	176	43	99	15	68	8	34	3	112	3	13	30	15	5	10	415	14	14	5	16	32	4	12	0	2	8	19	16	11	29	55	38	14	17	1	1	136	4	7	116	12	2	34	7	31	0	45	10	36	1	1	54	25	15	35	6	56	14	169	11	13	5	11	22	1	8	9	11	19	8	0	4	80	5	24	9	15	0	14	13	6	0	0	5	6	19	0	1	5	14	3	7	4	2	6	1	14	2	13	10	1	4	12	10	7	48	1	6	3	0	8	10	4	1	6	3	2	5	0	1	16	1	15	12	16	15	26	12	4	0	21	48	10	2	24	32	59	7	2	0	0	41	2	0	13	3	1	12	0	13	18	13	7	22	0	2	4	0	0	5	4	23	4	0	5	18	9	17	1	1	1	18	6	2	11	0	10	8	1	4	16	11	10	5	14	3	1	8	2	2	3	2	3	7	46	0	3	1	15	9	7	1	5	0	0	1	15	1	9	0	3	5	0	12	1	1	4	4	0	2	7	3	2	0	1	9	10	0	0	2	1	6	0	9	0	0	0	4	0	10	0	2	16	5	6	12	6	5	5	16	5	14	2	1	1	0	0	0	30	0	0	0	0	2	16	0	0	0	0	1	0	9353
