td_A_700038857	td_A_700023382	td_A_700099065	td_A_700113553	td_A_700095837	td_A_700102525	td_A_700038905	td_A_700107822	td_A_700032228	td_A_700103608	td_B_700033928	td_B_700113016	td_B_700035243	td_B_700100477	td_B_700038113	td_B_700024958	td_B_700097487	td_B_700016462	td_B_700109512	td_B_700099008
OTU_97.34132	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU_97.34134	0	0	0	0	1	6	0	2	0	0	0	0	0	0	0	0	3	0	1	0
OTU_97.34141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
OTU_97.34142	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	5
OTU_97.34144	0	0	0	0	6	11	0	0	1	0	5	0	0	1	3	0	0	0	2	1
OTU_97.34148	0	0	0	0	1	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0
OTU_97.34149	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34150	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_97.34152	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34156	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_97.34157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.34169	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.34171	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.34173	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU_97.34179	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34180	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34187	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34190	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34191	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34194	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	3	0	1	1	1
OTU_97.34199	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.342	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.34205	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU_97.34212	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34215	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_97.3422	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34227	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34230	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.34231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.34233	0	0	0	1	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0
OTU_97.34236	3	0	0	2	0	2	0	0	13	0	0	0	0	0	2	0	0	21	1	1
OTU_97.34242	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_97.34245	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.34258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.34260	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	2	0	0
OTU_97.34263	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.34266	1	0	0	1	6	1	0	0	0	0	2	3	1	0	1	0	0	0	20	0
OTU_97.34284	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.34325	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34330	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_97.34344	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34346	7	2	1	18	2	35	3	2	3	3	4	0	1	7	5	11	0	11	10	2
OTU_97.34348	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.34350	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34353	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	3	0
OTU_97.34357	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.34358	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34361	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34368	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34369	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_97.34372	1	6	0	1	0	9	0	0	6	5	0	0	0	0	4	0	0	6	0	1
OTU_97.34380	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_97.34383	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	2
OTU_97.34384	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34388	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34389	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34394	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_97.34404	6	5	0	1	11	2	3	0	3	28	9	2	0	0	0	7	0	2	2	0
OTU_97.34413	1	1	2	0	1	3	0	1	4	4	0	1	0	10	0	0	0	4	1	2
OTU_97.34426	12	0	2	1	3	0	1	0	0	9	0	1	0	0	0	6	1	0	0	1
OTU_97.34432	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.34438	1	1	0	2	4	4	8	0	0	2	21	6	1	1	0	1	0	0	4	1
OTU_97.34441	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_97.34445	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34449	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.3445	0	0	0	0	0	1	1	0	0	7	0	0	0	0	0	2	0	0	0	0
OTU_97.34453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU_97.34461	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_97.34484	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.34485	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.34493	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34496	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34498	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.34516	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34521	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.34522	0	1	0	0	0	2	0	0	1	1	0	1	0	1	0	1	0	5	1	1
OTU_97.34527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_97.34535	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34537	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
OTU_97.34538	0	2	0	0	2	6	1	1	6	5	3	0	0	0	0	1	0	8	2	2
OTU_97.34539	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34541	0	4	0	0	0	0	0	0	0	16	0	4	0	0	0	2	0	4	0	0
OTU_97.34546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.3455	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34554	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.34557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_97.34559	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.34560	0	0	1	0	0	2	0	1	1	2	0	0	0	6	0	0	0	2	0	1
OTU_97.34565	0	0	0	0	1	0	0	1	1	0	2	0	1	0	0	0	0	2	0	0
OTU_97.34576	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34578	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_97.34580	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.34582	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0
OTU_97.34584	8	0	0	1	0	7	4	0	0	0	1	0	0	0	0	2	0	0	0	1
OTU_97.34586	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.34600	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_97.3461	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
OTU_97.34614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.34616	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.34628	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34639	1	0	0	1	0	5	0	0	1	0	0	0	0	0	0	0	0	2	0	0
OTU_97.34646	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.34657	0	0	0	2	0	4	0	2	0	2	0	2	0	0	0	0	0	2	0	0
OTU_97.3466	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34669	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34672	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_97.34681	1	1	2	0	0	1	1	0	0	4	0	1	0	0	0	3	0	0	0	0
OTU_97.34684	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.34685	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.34690	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34692	7	7	0	0	0	0	8	0	0	61	0	6	0	3	0	3	1	0	0	2
OTU_97.34726	0	0	0	0	0	0	0	0	0	1	4	1	0	4	0	1	0	1	0	0
OTU_97.34727	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0
OTU_97.34730	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34732	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34737	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.34740	0	0	0	0	1	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0
OTU_97.34747	0	0	0	0	0	9	0	0	0	3	3	0	0	1	0	0	0	0	0	1
OTU_97.34754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_97.34755	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.34756	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0
OTU_97.34759	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.3477	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_97.34777	0	0	0	1	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU_97.34782	0	0	0	1	2	3	0	1	9	0	2	0	3	4	3	0	0	0	4	0
OTU_97.34783	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU_97.34791	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34798	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.34807	0	0	0	1	2	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_97.34810	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.34811	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	2	0
OTU_97.34812	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU_97.34818	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.34825	1	0	0	0	0	2	0	0	5	6	0	1	0	6	1	0	0	2	2	2
OTU_97.34836	0	0	1	0	1	3	0	0	2	0	1	1	0	1	0	0	0	1	1	0
OTU_97.34838	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	8
OTU_97.34839	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34846	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.34847	0	0	0	0	0	3	0	0	5	0	1	1	0	17	0	0	0	0	24	0
OTU_97.3485	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
OTU_97.34865	0	0	0	1	0	5	0	0	0	0	0	4	1	0	0	4	0	0	0	0
OTU_97.34867	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34868	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.34869	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	0	0	0	0
OTU_97.34876	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.34880	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
OTU_97.34882	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34887	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.3489	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.34893	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_97.34894	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	1	1	1
OTU_97.34909	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.34917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.34918	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.3492	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.34920	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
OTU_97.34944	1	0	0	1	0	0	0	0	0	30	0	0	0	0	0	1	0	0	1	0
OTU_97.34945	0	1	21	0	0	1	1	0	0	2	0	0	0	9	0	0	1	0	6	11
OTU_97.34950	2	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0
OTU_97.34952	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34954	2	0	0	0	2	11	0	0	2	0	0	1	1	0	0	0	0	2	0	0
OTU_97.34957	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.3496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.34968	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0
OTU_97.34977	2	0	0	1	2	2	1	0	0	8	0	3	0	1	0	4	1	3	2	6
OTU_97.34983	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.34992	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35001	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35002	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35007	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.35011	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.35014	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_97.3502	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35020	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35021	1	0	0	0	0	2	0	1	1	5	0	1	0	0	0	0	0	0	0	1
OTU_97.35027	1	0	0	0	2	0	1	0	0	0	0	1	5	0	1	0	0	0	1	0
OTU_97.3503	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.35036	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
OTU_97.35039	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35052	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_97.35055	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35058	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1
OTU_97.3506	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	3	0	0	0	0
OTU_97.35060	1	0	1	0	0	0	0	0	0	6	0	0	0	1	0	0	0	1	0	0
OTU_97.35061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.35081	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.35088	6	3	3	0	1	0	1	0	0	70	0	1	0	0	0	6	0	2	1	3
OTU_97.35096	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	3	0	0
OTU_97.35105	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.35107	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU_97.35109	17	12	0	0	7	0	27	0	0	25	0	10	0	0	0	38	1	8	1	2
OTU_97.35110	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.35119	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_97.35126	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35127	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35130	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35134	0	0	0	0	0	3	0	0	0	1	2	0	0	5	0	0	0	1	0	1
OTU_97.35148	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.35154	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
OTU_97.35161	1	0	0	3	1	5	1	1	13	4	3	1	5	3	1	2	1	1	9	2
OTU_97.35162	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	2	0	0	0
OTU_97.35164	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_97.3517	1	0	0	0	0	3	1	0	1	0	0	1	0	0	1	0	0	2	0	0
OTU_97.35171	0	0	2	2	0	4	0	18	0	0	0	2	0	3	2	0	5	1	1	1
OTU_97.35173	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.35177	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0
OTU_97.35178	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_97.3519	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
OTU_97.35191	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35192	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35193	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	5	0
OTU_97.35194	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.35195	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35197	1	14	0	1	0	0	0	0	0	69	1	7	0	1	0	22	0	22	3	0
OTU_97.35204	0	0	0	0	0	6	0	0	1	1	1	0	0	0	0	0	0	1	0	0
OTU_97.35207	10	68	1	2	111	2	4	0	2	45	9	17	2	2	0	17	3	50	57	9
OTU_97.35208	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
OTU_97.35210	2	1	0	1	2	0	1	0	0	19	0	0	0	0	0	2	0	1	1	0
OTU_97.35214	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0
OTU_97.35223	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35231	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
OTU_97.35240	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_97.35257	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.35261	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0
OTU_97.35298	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.353	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35300	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35303	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.35305	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35310	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.35311	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	2	1	1	0	0
OTU_97.35317	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
OTU_97.35320	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35326	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35328	0	0	0	0	0	1	1	0	1	2	0	0	0	1	0	4	0	1	1	0
OTU_97.3533	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	2	1
OTU_97.35338	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.35346	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35354	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0
OTU_97.35360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.35364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_97.35366	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.35367	0	0	0	13	1	11	1	3	0	16	0	15	1	0	0	0	2	5	1	0
OTU_97.35368	0	0	0	1	0	1	0	5	0	3	0	1	4	0	0	1	0	1	0	0
OTU_97.35373	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_97.35374	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35376	0	0	5	1	0	0	0	0	0	11	0	0	0	0	0	2	0	1	1	6
OTU_97.35392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU_97.3540	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35401	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35407	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0
OTU_97.35408	0	2	4	1	0	9	0	0	7	97	10	2	0	2	0	1	0	19	6	4
OTU_97.3544	0	0	0	13	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_97.35442	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_97.35446	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.35455	1	3	0	1	2	0	2	0	0	3	0	0	0	0	0	0	0	2	1	0
OTU_97.35457	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0
OTU_97.3546	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35471	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU_97.35473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.35480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.35482	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_97.35490	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	16	0
OTU_97.35498	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_97.35504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.35513	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35517	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.3552	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.35520	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0
OTU_97.35527	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.3553	0	1	0	1	1	4	0	0	0	2	1	0	0	1	0	2	0	5	3	3
OTU_97.35534	1	0	0	8	1	4	9	1	0	11	0	23	0	0	0	0	5	15	5	3
OTU_97.3554	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
OTU_97.35549	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
