td_A_700038857	td_A_700023382	td_A_700099065	td_A_700113553	td_A_700095837	td_A_700102525	td_A_700038905	td_A_700107822	td_A_700032228	td_A_700103608	td_B_700033928	td_B_700113016	td_B_700035243	td_B_700100477	td_B_700038113	td_B_700024958	td_B_700097487	td_B_700016462	td_B_700109512	td_B_700099008
OTU_97.43899	1	5	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1
OTU_97.4391	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_97.43910	1	0	4	2	1	6	0	0	2	13	79	0	0	4	0	4	0	5	3	7
OTU_97.43912	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0
OTU_97.43922	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_97.43924	2	0	1	4	0	87	0	4	15	8	9	3	0	9	1	0	0	7	67	4
OTU_97.43932	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43936	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.4394	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.4395	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.43952	0	0	0	0	0	0	0	1	0	2	0	5	0	0	0	1	0	0	0	0
OTU_97.43956	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43970	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.43971	0	0	0	44	21	26	7	30	1	104	1	25	518	0	0	0	9	6	15	26
OTU_97.43979	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.4398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.43982	0	0	0	0	0	12	0	0	0	1	0	9	0	0	0	1	0	0	0	33
OTU_97.43983	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43989	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
OTU_97.4399	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.43992	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.44006	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44017	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.44019	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44025	1	0	0	0	0	7	0	0	0	0	0	1	1	0	1	0	0	0	0	0
OTU_97.4403	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44031	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0
OTU_97.44035	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.44036	1	0	0	2	0	0	0	3	1	0	0	0	4	0	2	0	0	0	1	0
OTU_97.4404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44041	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.44048	0	3	6	1	0	0	0	0	0	18	0	5	0	1	0	1	1	0	0	6
OTU_97.44049	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.4405	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.44056	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.44059	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
OTU_97.44070	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.44072	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.44075	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44081	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44087	4	0	0	1	0	0	4	0	0	3	0	2	0	0	1	1	0	0	2	0
OTU_97.44088	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.44090	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.44092	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44093	2	0	1	2	0	3	0	4	3	4	0	1	0	0	1	1	0	4	0	0
OTU_97.44094	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44095	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44101	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_97.44103	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.44106	0	0	0	0	0	2	0	1	0	0	0	0	0	6	0	0	0	2	0	1
OTU_97.44108	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.4411	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44116	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44117	0	0	0	0	0	8	0	0	2	1	0	0	0	1	0	0	0	0	0	0
OTU_97.44121	0	0	0	1	0	0	0	0	1	0	0	0	0	8	0	0	0	1	0	3
OTU_97.44129	2	1	1	5	1	1	0	1	2	3	1	3	5	1	3	4	1	3	1	0
OTU_97.44130	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44131	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_97.44132	0	0	0	0	2	5	1	0	0	8	0	0	0	0	0	0	0	0	1	2
OTU_97.44134	0	1	0	2	0	0	0	0	1	0	2	0	2	0	0	0	1	1	1	1
OTU_97.44145	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0
OTU_97.44150	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.44152	1	0	2	0	1	4	0	1	0	0	0	3	0	0	1	0	0	0	0	0
OTU_97.44154	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44157	2	2	6	22	1	46	0	7	27	11	0	7	0	2	6	2	4	13	2	0
OTU_97.44158	1	1	0	2	0	2	0	1	5	0	0	0	0	1	0	0	0	3	0	0
OTU_97.4416	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.44160	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_97.44169	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.4417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44175	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44182	0	1	1	0	0	0	0	0	0	8	0	1	0	0	0	1	0	0	0	0
OTU_97.44188	1	3	0	11	0	25	0	3	10	6	0	2	1	0	1	0	1	19	1	6
OTU_97.4420	1	0	1	0	0	0	0	0	0	19	0	3	0	0	0	0	0	0	0	0
OTU_97.44204	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	1	0
OTU_97.44211	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU_97.44220	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44222	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44228	4	10	0	18	6	9	2	2	42	2	12	4	3	9	9	10	1	32	13	0
OTU_97.44232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44244	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.4425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.44261	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.44265	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0
OTU_97.44267	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	0	0	2	0	0
OTU_97.44280	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.44284	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
OTU_97.44294	0	1	3	1	9	1	1	0	3	0	15	2	16	0	1	1	0	3	3	2
OTU_97.44299	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.443	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.44301	0	0	0	0	0	3	0	8	1	0	0	0	0	3	1	0	0	1	0	0
OTU_97.44303	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44307	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44308	0	4	0	0	0	1	2	0	0	1	1	0	0	0	2	3	0	1	1	0
OTU_97.44312	0	0	0	0	0	4	0	0	3	0	0	1	0	0	0	0	0	0	1	0
OTU_97.44314	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
OTU_97.44315	3	3	0	2	0	0	1	2	1	1	0	2	0	0	1	4	3	2	0	1
OTU_97.44316	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	1
OTU_97.44319	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.44326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.44329	2	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_97.44334	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44336	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.44338	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.44340	0	0	0	0	2	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0
OTU_97.44351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.44363	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44368	0	0	0	0	0	0	0	0	0	4	0	3	0	1	0	0	1	1	0	2
OTU_97.44375	10	0	2	0	20	1	3	0	1	1	0	19	7	0	28	2	0	0	1	0
OTU_97.44380	0	0	1	0	0	1	0	1	2	0	0	0	0	1	0	0	1	0	0	0
OTU_97.44384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.44394	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.44397	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44398	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44399	0	0	7	0	1	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0
OTU_97.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_97.4440	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.44401	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
OTU_97.44406	1	1	2	6	3	15	0	0	60	2	16	2	12	3	4	1	1	28	1	0
OTU_97.44414	0	1	1	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0
OTU_97.44415	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
OTU_97.44417	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	2	1	1	1	0
OTU_97.44421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.44423	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0
OTU_97.44424	1	0	0	0	1	0	0	0	1	9	1	1	0	2	0	0	0	1	3	3
OTU_97.44427	17	32	8	11	3	340	13	0	7	25	7	7	4	1	8	27	21	10	40	1
OTU_97.44429	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0
OTU_97.44431	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44434	0	1	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.44452	0	0	0	2	0	12	0	1	1	1	1	4	1	0	0	0	1	0	3	1
OTU_97.44457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44458	3	3	1	12	0	4	1	0	1	2	0	2	0	0	0	2	0	13	6	0
OTU_97.44463	1	0	0	0	0	1	0	2	0	0	0	3	0	0	2	0	0	0	0	0
OTU_97.44470	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44475	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44478	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44482	1	0	0	0	0	0	0	0	0	9	1	0	0	0	0	5	0	0	0	0
OTU_97.44484	5	12	1	0	0	0	3	0	0	172	0	4	0	0	0	29	0	2	0	6
OTU_97.44485	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44487	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.44495	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	0
OTU_97.44496	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2
OTU_97.44502	0	0	0	0	0	2	0	6	0	1	0	0	0	0	0	0	0	0	1	0
OTU_97.44507	0	1	1	0	0	10	0	2	4	1	0	0	0	0	0	0	1	0	3	0
OTU_97.44512	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.44522	0	0	0	0	0	8	0	1	0	0	0	1	0	3	0	0	2	1	0	1
OTU_97.44523	0	0	1	0	2	5	0	1	3	0	7	1	16	2	0	0	0	5	2	0
OTU_97.44526	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_97.4453	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.44532	4	0	0	0	1	39	0	0	0	26	0	0	0	0	1	0	0	1	3	0
OTU_97.44536	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.44537	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44538	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_97.4454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44541	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44545	0	1	3	1	0	2	1	0	2	2	0	0	0	2	0	1	1	1	3	1
OTU_97.44550	8	0	2	2	7	2	5	1	1	0	1	7	2	0	10	0	1	0	0	0
OTU_97.44563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44564	15	0	1	1	2	0	4	3	0	3	0	12	15	0	11	1	0	0	0	0
OTU_97.44565	3	1	7	22	1	5	1	0	11	21	15	2	0	2	1	4	1	15	1	5
OTU_97.44566	0	0	0	0	0	1	0	3	0	0	0	1	6	0	0	0	0	0	0	0
OTU_97.44574	0	0	0	0	0	2	0	0	4	0	2	0	0	0	0	0	0	1	0	0
OTU_97.44581	4	0	0	1	0	74	4	0	0	9	1	1	1	1	0	2	1	4	8	1
OTU_97.44591	0	0	0	0	1	3	0	1	4	0	0	0	0	0	0	0	1	2	0	0
OTU_97.44592	0	0	0	0	0	2	0	3	1	0	0	1	0	0	0	0	0	1	0	0
OTU_97.44594	24	27	3	73	8	325	11	196	474	34	41	14	42	9	41	71	17	57	40	9
OTU_97.44599	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44604	0	0	0	0	0	0	0	7	1	2	2	0	0	0	0	0	0	0	0	0
OTU_97.4461	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_97.44615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.44626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.44629	34	0	5	0	5	2	17	0	0	0	0	35	31	0	88	0	0	0	0	0
OTU_97.44630	2	0	0	6	0	7	0	6	13	0	0	0	0	8	2	1	0	14	7	2
OTU_97.44631	1	0	0	3	0	4	0	4	4	0	0	0	0	1	0	0	0	3	0	0
OTU_97.44635	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44637	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
OTU_97.44650	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.44654	2	1	2	0	0	0	3	0	0	3	0	11	0	0	0	0	1	0	0	0
OTU_97.44656	1	1	1	27	1	0	2	12	71	1	6	7	7	5	12	2	0	6	6	0
OTU_97.44657	0	0	0	2	0	3	0	0	4	1	0	0	0	0	2	2	0	1	0	0
OTU_97.44660	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44665	4	1	5	15	0	29	0	0	19	1	1	4	0	25	1	1	0	25	8	5
OTU_97.44669	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44674	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44676	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.44678	0	0	0	0	0	8	0	4	1	0	0	0	0	0	0	0	3	2	1	1
OTU_97.4468	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44685	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.44686	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.44687	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.44693	23	75	108	12	17	8	18	0	85	98	83	7	2	27	7	68	6	163	76	23
OTU_97.44695	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44699	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0
OTU_97.447	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44700	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44702	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_97.44704	0	0	1	2	0	0	0	0	1	1	0	0	2	0	1	0	0	1	0	0
OTU_97.44723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44725	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0
OTU_97.44726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.44744	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_97.44760	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44765	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44769	5	6	0	1	2	0	0	0	0	33	2	5	0	0	0	20	0	7	2	0
OTU_97.44776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.44780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.44791	3	2	1	4	0	0	0	0	3	10	0	0	0	2	1	0	0	3	0	0
OTU_97.44792	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.44793	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.44794	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44796	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.44798	30	44	0	18	2	37	48	0	0	11	8	5	1	1	2	33	9	18	9	0
OTU_97.44820	12	0	9	14	1	8	1	1	47	26	1	12	3	8	10	0	0	42	12	6
OTU_97.44822	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44826	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0
OTU_97.44833	0	0	0	0	1	4	0	5	5	0	1	1	0	1	0	4	0	7	5	0
OTU_97.44844	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.44846	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44851	48	18	24	280	40	91	0	2	742	25	46	78	323	12	427	16	13	45	155	14
OTU_97.44856	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44858	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.44865	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44868	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.4487	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
OTU_97.44880	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.44881	0	0	0	1	0	8	0	0	0	1	1	0	0	0	0	1	0	0	1	0
OTU_97.44883	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.44886	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0
OTU_97.44891	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	2	1	0	0	0
OTU_97.44894	1	0	0	0	0	1	0	0	0	11	0	0	0	0	0	6	0	0	0	0
OTU_97.44896	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_97.44898	0	0	0	0	0	3	0	2	0	0	1	0	0	1	0	1	0	2	1	0
OTU_97.44905	0	0	0	0	0	0	0	8	0	1	0	0	0	1	0	0	1	0	1	3
OTU_97.4491	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.44910	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_97.44911	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	1	0	0
OTU_97.44920	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU_97.44922	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_97.44931	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
OTU_97.44933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.44935	6	1	0	15	0	5	0	1	17	2	0	4	2	0	10	0	0	12	1	0
OTU_97.44937	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.4494	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.44941	85	95	17	142	4	622	8	20	404	107	9	71	88	4	210	40	32	290	7	9
OTU_97.44942	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0
OTU_97.44943	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.44944	4	4	8	34	13	13	2	1	114	5	19	14	7	3	19	0	3	58	33	0
OTU_97.44946	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.44953	0	0	0	1	0	1	0	6	0	0	0	0	0	0	0	0	0	1	1	0
OTU_97.44957	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	0	0	1	0
OTU_97.44958	94	13	19	23	1	99	10	2	157	23	1	20	8	9	36	7	4	166	25	13
OTU_97.4496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.4497	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44972	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.44973	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.44975	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	5	16	0
OTU_97.44981	0	1	0	2	0	5	0	0	2	1	0	1	0	6	1	0	0	8	0	9
OTU_97.44984	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
OTU_97.44987	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44991	0	29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44994	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.44996	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.44997	1	0	1	2	4	5	0	1	27	0	3	1	0	1	3	1	1	8	2	0
OTU_97.45	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.45001	3	0	0	0	1	17	0	3	3	2	29	1	0	11	1	0	4	2	12	1
OTU_97.45007	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	1	0	0
OTU_97.45011	1	0	0	5	1	5	0	0	1	2	1	1	0	0	3	4	0	2	4	2
OTU_97.45016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.45022	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.45023	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.45024	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.45028	0	0	0	3	0	9	0	2	2	0	0	1	8	1	0	0	2	0	0	0
OTU_97.45030	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.45033	0	0	0	0	2	4	0	0	4	0	3	1	0	0	0	0	0	0	0	1
